t_ms,chipC,skinC,modemC,freqMhz,maxMhz,nomMaxMhz,cores,gpuPct,headroomPct,thermalStatus,fps,mbps,latMs,lossPct,frameTgtMs,frameActMs,battLevel,battCurMa,battMv,action,load,netTier
65297,64.1,39.5,56.7,1582,3442,3442,8,39.5,79.2,3,1.3,0.8,30.6,0.0,8.3,792.4,47.0,-837.0,3703.0,11,0.85,2
67369,63.3,39.5,56.7,1481,3442,3442,8,36.2,79.2,3,1.0,0.8,40.2,0.0,8.3,1048.5,47.0,-808.0,3703.0,11,0.85,2
69492,62.9,39.5,56.7,1469,3442,3442,8,36.5,79.2,3,0.9,0.8,54.6,0.0,8.3,1111.5,47.0,-758.0,3703.0,11,0.85,2
71588,62.1,39.5,56.3,1166,3442,3442,8,36.1,79.2,3,1.1,0.8,45.2,0.0,8.3,877.1,47.0,-693.0,3703.0,11,0.85,2
73640,62.1,39.5,56.0,1368,3442,3442,8,0.0,79.2,3,0.9,0.8,41.3,0.0,8.3,1132.8,47.0,-680.0,3703.0,11,0.85,2
75682,61.0,39.5,56.3,1267,3442,3442,8,37.3,79.2,3,1.0,0.8,32.7,0.0,8.3,1013.0,47.0,-600.0,3703.0,11,0.85,2
77784,61.7,39.5,56.0,1382,3442,3442,8,0.0,79.2,3,0.8,0.8,52.3,0.0,8.3,1273.8,47.0,-646.0,3703.0,11,0.85,2
79899,61.4,39.5,56.0,1382,3442,3442,8,0.0,79.2,3,1.0,0.8,43.7,0.0,8.3,988.2,47.0,-604.0,3703.0,11,0.85,2
81961,61.4,39.5,56.0,1368,3442,3442,8,37.7,79.2,3,0.9,0.8,78.7,0.0,8.3,1124.3,47.0,-618.0,3703.0,11,0.85,2
84067,61.7,39.5,56.3,1368,3442,3442,8,0.0,79.2,3,1.0,0.8,45.2,0.0,8.3,975.5,47.0,-682.0,3702.0,11,0.85,2
86156,62.9,39.5,56.3,1565,3442,3442,8,0.0,79.2,3,1.0,0.8,41.1,0.0,8.3,987.8,47.0,-672.0,3702.0,11,0.85,2
88260,62.5,39.5,56.7,1469,3442,3442,8,34.9,79.2,3,1.0,0.8,30.7,0.0,8.3,985.4,47.0,-1068.0,3702.0,11,0.85,2
90385,63.3,39.5,56.7,1598,3442,3442,8,34.6,79.2,3,1.1,0.8,49.3,0.0,8.3,945.3,47.0,-764.0,3702.0,11,0.85,2
92471,63.3,39.6,56.7,1598,3442,3442,8,32.7,79.2,3,1.0,0.8,34.0,0.0,8.3,982.1,47.0,-726.0,3702.0,11,0.85,2
94524,64.8,39.6,56.7,1565,3442,3442,8,36.3,79.2,3,1.0,0.8,33.3,0.0,8.3,980.7,47.0,-837.0,3702.0,11,0.85,2
96574,65.2,39.6,57.5,1598,3442,3442,8,35.5,79.2,3,1.2,0.8,34.4,0.0,8.3,867.8,47.0,-932.0,3702.0,11,0.85,2
98606,64.5,39.6,57.1,1565,3442,3442,8,35.4,79.2,3,0.9,0.8,36.2,0.0,8.3,1088.0,47.0,-858.0,3702.0,11,0.85,2
100697,63.7,39.5,57.5,1469,3442,3442,8,0.0,79.2,3,1.1,0.8,32.8,0.0,8.3,901.8,47.0,-743.0,3702.0,11,0.85,2
102754,64.1,39.6,56.7,1565,3442,3442,8,0.0,79.2,3,0.9,0.8,42.5,0.0,8.3,1059.0,47.0,-769.0,3702.0,11,0.85,2
104802,98.9,39.6,62.9,3442,3442,3442,8,0.0,79.2,3,1.7,0.8,34.6,0.0,8.3,580.6,47.0,-3388.0,3702.0,11,0.85,2
106868,104.7,39.6,69.5,3264,3264,3442,8,0.0,79.1,3,2.0,0.8,40.3,0.0,8.3,499.4,47.0,-3049.0,3702.0,11,0.85,2
108959,74.5,39.6,65.2,1368,3442,3442,8,0.0,79.1,3,1.1,0.7,97.4,0.0,8.3,913.3,47.0,-709.0,3702.0,11,0.85,2
111013,83.7,39.5,63.7,2990,2990,3442,8,0.0,79.1,3,1.4,0.8,38.0,0.0,8.3,700.0,47.0,-1495.0,3702.0,11,0.85,2
113067,87.2,39.5,65.6,2990,2990,3442,8,37.6,79.0,3,2.1,0.8,45.5,0.0,8.3,480.9,47.0,-1447.0,3702.0,11,0.85,2
115137,71.8,39.5,63.3,1368,3442,3442,8,37.0,79.0,3,1.5,0.8,37.0,0.0,8.3,655.7,47.0,-605.0,3702.0,11,0.85,2
117189,66.8,39.5,61.0,1368,3442,3442,8,0.0,78.9,3,1.0,0.8,38.9,0.0,8.3,1044.0,47.0,-572.0,3702.0,11,0.85,2
119287,64.5,39.5,59.0,1066,3442,3442,8,0.0,78.9,3,1.0,0.8,52.4,0.0,8.3,1018.5,47.0,-593.0,3702.0,11,0.85,2
121388,62.9,39.5,58.3,1368,3442,3442,8,0.0,78.8,3,0.9,0.8,49.7,0.0,8.3,1129.6,47.0,-442.0,3702.0,11,0.85,2
123488,62.9,39.5,57.9,1368,3442,3442,8,0.0,78.8,3,0.9,0.8,40.4,0.0,8.3,1110.9,47.0,-745.0,3702.0,11,0.85,2
125651,64.1,39.5,58.3,1166,2198,3442,8,50.5,78.8,3,1.1,0.8,28.2,0.0,8.3,942.7,47.0,-580.0,3702.0,11,0.85,2
127702,63.3,39.5,57.9,1217,2069,3442,8,48.0,78.8,3,1.0,0.8,43.8,0.0,8.3,1005.6,47.0,-668.0,3702.0,11,0.85,2
129744,68.2,39.5,57.5,2069,2069,3442,8,0.0,78.7,3,1.1,0.8,26.8,0.0,8.3,919.1,47.0,-763.0,3702.0,11,0.85,2
131808,66.8,39.5,58.3,2069,2069,3442,8,0.0,78.7,3,1.2,0.8,59.7,0.0,8.3,812.0,47.0,-813.0,3702.0,11,0.85,2
133880,69.4,39.5,58.3,2069,2069,3442,8,0.0,78.7,3,1.0,0.8,36.3,0.0,8.3,966.6,47.0,-922.0,3702.0,11,0.85,2
135948,70.6,39.5,59.4,2069,2069,3442,8,0.0,78.7,3,1.1,0.8,36.5,0.0,8.3,926.2,47.0,-1235.0,3702.0,11,0.85,2
137985,67.5,39.5,59.0,1824,2069,3442,8,48.5,78.7,3,1.3,0.8,31.1,0.0,8.3,754.9,47.0,-875.0,3702.0,11,0.85,2
140067,64.8,39.5,58.7,1481,2069,3442,8,0.0,78.7,3,1.1,0.8,31.2,0.0,8.3,951.1,47.0,-695.0,3702.0,11,0.85,2
142152,64.8,39.5,58.7,1469,2069,3442,8,50.7,78.7,3,1.1,0.8,35.7,0.0,8.3,932.9,47.0,-769.0,3702.0,11,0.85,2
144255,65.2,39.5,58.7,1397,2069,3442,8,0.0,78.7,3,1.1,0.8,31.0,0.0,8.3,872.0,47.0,-634.0,3693.0,11,0.85,2
146499,65.6,39.5,59.8,1464,2069,3442,8,57.5,78.7,3,0.6,0.8,57.9,0.0,8.3,1704.0,47.0,-1329.0,3693.0,11,0.85,2
148732,67.2,39.5,60.6,1452,2069,3442,8,66.3,78.7,3,0.8,0.7,43.3,0.0,8.3,1273.7,47.0,-1177.0,3693.0,11,0.85,2
150877,65.2,39.5,59.4,1469,2069,3442,8,59.4,78.7,3,0.7,0.7,39.1,0.0,8.3,1497.3,47.0,-885.0,3693.0,11,0.85,2
153015,64.5,39.5,58.7,1560,2198,3442,8,33.6,78.7,3,0.7,0.7,36.6,0.0,8.3,1434.7,47.0,-757.0,3693.0,11,0.85,2
155156,66.4,39.5,58.3,1714,2069,3442,8,29.2,78.7,3,1.0,0.7,30.4,0.0,8.3,953.3,47.0,-745.0,3693.0,11,0.85,2
157302,67.2,39.5,58.3,1814,2069,3442,8,0.0,78.7,3,1.0,0.8,45.3,0.0,8.3,1006.6,47.0,-961.0,3693.0,11,0.85,2
159344,67.2,39.5,58.3,1858,2069,3442,8,0.0,78.7,3,1.3,0.8,30.5,0.0,8.3,772.4,47.0,-867.0,3693.0,11,0.85,2
161449,66.4,39.5,58.7,1714,2069,3442,8,37.8,78.7,3,1.0,0.8,41.4,0.0,8.3,960.0,47.0,-845.0,3693.0,11,0.85,2
163481,65.6,39.5,58.7,1469,2069,3442,8,0.0,78.7,3,1.2,0.8,32.7,0.0,8.3,838.4,47.0,-674.0,3693.0,11,0.85,2
165550,65.2,39.5,58.3,1541,2069,3442,8,35.8,78.7,3,1.0,0.8,37.7,0.0,8.3,1012.0,47.0,-727.0,3693.0,11,0.85,2
167657,66.8,39.5,58.3,1858,2069,3442,8,35.8,78.7,3,1.0,0.8,43.8,0.0,8.3,986.8,47.0,-921.0,3693.0,11,0.85,2
169716,68.3,39.5,59.4,1824,2069,3442,8,0.0,78.7,3,1.3,0.8,29.1,0.0,8.3,797.0,47.0,-959.0,3693.0,11,0.85,2
171784,68.3,39.5,59.4,1783,2069,3442,8,30.3,78.8,3,1.1,0.8,38.4,0.0,8.3,910.7,47.0,-933.0,3693.0,11,0.85,2
173873,67.2,39.5,59.0,1726,2069,3442,8,33.5,78.8,3,1.2,0.8,34.7,0.0,8.3,847.6,47.0,-888.0,3693.0,11,0.85,2
175922,68.3,39.5,59.4,1978,2069,3442,8,32.4,78.7,3,1.0,0.8,39.0,0.0,8.3,1019.0,47.0,-979.0,3693.0,11,0.85,2
178011,67.5,39.5,59.0,1726,2069,3442,8,35.0,78.7,3,1.1,0.8,43.0,0.0,8.3,925.8,47.0,-878.0,3693.0,11,0.85,2
180114,67.2,39.5,59.0,1738,2069,3442,8,35.5,78.8,3,1.3,0.8,47.4,0.0,8.3,786.3,47.0,-929.0,3693.0,11,0.85,2
182192,69.1,39.6,59.4,1858,2069,3442,8,35.5,78.8,3,1.2,0.8,31.9,0.0,8.3,844.0,47.0,-1015.0,3693.0,11,0.85,2
184232,68.7,39.6,59.8,1886,2069,3442,8,0.0,78.7,3,1.3,0.8,32.0,0.0,8.3,791.6,47.0,-994.0,3693.0,11,0.85,2
186270,68.3,39.6,59.8,1598,2069,3442,8,0.0,78.7,3,1.0,0.8,50.2,0.0,8.3,952.5,47.0,-890.0,3693.0,11,0.85,2
188461,64.8,39.6,58.7,1397,2069,3442,8,26.2,78.7,3,0.8,0.8,39.5,0.0,8.3,1187.4,47.0,-576.0,3693.0,11,0.85,2
190580,67.5,39.6,59.0,1726,2069,3442,8,0.0,78.7,3,1.2,0.8,33.9,0.0,8.3,833.1,47.0,-910.0,3693.0,11,0.85,2
192659,67.9,39.6,59.0,1824,2069,3442,8,35.6,78.7,3,1.0,0.8,33.7,0.0,8.3,981.2,47.0,-986.0,3693.0,11,0.85,2
194720,68.3,39.6,59.8,1886,2069,3442,8,0.0,78.7,3,1.1,0.8,31.7,0.0,8.3,879.6,47.0,-909.0,3693.0,11,0.85,2
196768,68.3,39.6,59.4,1824,2069,3442,8,35.6,78.7,3,1.3,0.8,39.1,0.0,8.3,751.6,47.0,-835.0,3693.0,11,0.85,2
198827,69.1,39.6,59.8,1824,2069,3442,8,36.9,78.7,3,1.0,0.8,50.2,0.0,8.3,957.2,47.0,-986.0,3693.0,11,0.85,2
200947,68.7,39.6,59.8,1714,2069,3442,8,43.1,78.7,3,1.2,0.8,48.4,0.0,8.3,831.6,47.0,-1053.0,3693.0,11,0.85,2
203025,68.3,39.6,59.4,1714,2069,3442,8,35.5,78.7,3,1.1,0.8,39.5,0.0,8.3,892.2,47.0,-871.0,3685.0,11,0.85,2
205139,67.2,39.6,59.4,1565,2198,3442,8,38.8,78.7,3,1.1,0.8,79.3,0.0,8.3,928.9,47.0,-859.0,3685.0,11,0.85,2
207174,67.5,39.6,59.0,1824,2069,3442,8,28.6,78.7,3,1.1,0.8,41.3,0.0,8.3,928.9,47.0,-1224.0,3685.0,11,0.85,2
209253,68.7,39.6,59.4,1925,2069,3442,8,0.0,78.7,3,1.2,0.8,31.7,0.0,8.3,852.2,47.0,-1029.0,3685.0,11,0.85,2
211324,68.3,39.7,59.4,1858,2069,3442,8,39.4,78.7,3,1.0,0.8,36.0,0.0,8.3,1041.0,47.0,-955.0,3685.0,11,0.85,2
213520,67.5,39.7,59.0,1714,2069,3442,8,37.2,78.7,3,1.1,0.8,39.3,0.0,8.3,872.4,47.0,-929.0,3685.0,11,0.85,2
215575,66.8,39.7,59.0,1598,2069,3442,8,37.7,78.7,3,1.1,0.8,46.3,0.0,8.3,884.0,47.0,-828.0,3685.0,11,0.85,2
217697,68.3,39.7,59.4,1858,2069,3442,8,35.2,78.7,3,1.0,0.8,34.5,0.0,8.3,974.1,47.0,-1050.0,3685.0,11,0.85,2
219771,69.1,39.7,59.4,1858,2069,3442,8,0.0,78.7,3,1.2,0.8,42.8,0.0,8.3,842.8,47.0,-846.0,3685.0,11,0.85,2
221865,69.1,39.7,59.4,1858,2069,3442,8,35.1,78.7,3,1.1,0.8,39.7,0.0,8.3,873.7,47.0,-946.0,3685.0,11,0.85,2
223946,69.5,39.7,59.4,1841,2069,3442,8,36.0,78.7,3,1.2,0.8,57.1,0.0,8.3,833.6,47.0,-999.0,3685.0,11,0.85,2
225986,68.7,39.7,59.4,1726,2069,3442,8,38.3,78.7,3,1.2,0.8,50.1,0.0,8.3,834.4,47.0,-818.0,3685.0,11,0.85,2
228069,66.4,39.7,59.0,1565,2198,3442,8,29.8,78.7,3,0.9,0.8,34.5,0.0,8.3,1157.7,47.0,-726.0,3685.0,11,0.85,2
230159,69.1,39.7,59.4,1858,2069,3442,8,38.4,78.7,3,1.2,0.8,33.5,0.0,8.3,841.6,47.0,-1098.0,3685.0,11,0.85,2
232253,68.7,39.7,59.8,1978,2069,3442,8,0.0,78.7,3,1.1,0.8,28.7,0.0,8.3,875.4,47.0,-986.0,3685.0,11,0.85,2
234311,69.5,39.7,59.4,1858,2069,3442,8,32.0,78.7,3,1.1,0.8,35.9,0.0,8.3,882.5,47.0,-987.0,3685.0,11,0.85,2
236411,67.9,39.7,59.8,1714,2069,3442,8,0.0,78.7,3,1.2,0.8,32.7,0.0,8.3,816.8,47.0,-882.0,3685.0,11,0.85,2
238503,69.5,39.7,59.8,1824,2069,3442,8,39.9,78.7,3,1.1,0.8,46.9,0.0,8.3,893.9,47.0,-969.0,3685.0,11,0.85,2
240545,70.2,39.7,59.8,1858,2069,3442,8,35.5,78.7,3,1.3,0.8,49.5,0.0,8.3,797.0,47.0,-972.0,3685.0,11,0.85,2
242623,68.7,39.7,59.8,1714,2069,3442,8,0.0,78.7,3,1.1,0.8,33.4,0.0,8.3,900.0,47.0,-921.0,3685.0,11,0.85,2
244712,68.3,39.7,59.8,1714,2069,3442,8,33.6,78.7,3,1.2,0.8,31.1,0.0,8.3,846.0,47.0,-692.0,3685.0,11,0.85,2
246770,69.1,39.7,59.8,1978,2069,3442,8,0.0,78.7,3,1.1,0.8,42.6,0.0,8.3,910.2,47.0,-973.0,3685.0,11,0.85,2
248857,69.1,39.7,60.2,1824,2069,3442,8,0.0,78.7,3,1.2,0.8,38.2,0.0,8.3,868.2,47.0,-992.0,3685.0,11,0.85,2
250921,68.7,39.7,59.8,1841,2069,3442,8,34.3,78.6,3,1.2,0.8,33.8,0.0,8.3,841.6,47.0,-895.0,3685.0,11,0.85,2
253043,68.3,39.7,59.8,1786,2069,3442,8,34.4,78.7,3,1.2,0.8,32.6,0.0,8.3,826.8,47.0,-992.0,3685.0,11,0.85,2
255093,68.7,39.7,59.4,1824,2069,3442,8,34.9,78.6,3,1.1,0.8,34.1,0.0,8.3,885.1,47.0,-1041.0,3685.0,11,0.85,2
257187,68.7,39.8,59.4,1714,2069,3442,8,34.3,78.6,3,1.2,0.8,42.8,0.0,8.3,824.8,47.0,-864.0,3685.0,11,0.85,2
259307,69.1,39.8,59.8,1824,2069,3442,8,32.9,78.6,3,1.1,0.8,30.2,0.0,8.3,936.9,47.0,-946.0,3685.0,11,0.85,2
261431,69.1,39.8,59.8,1781,2069,3442,8,0.0,78.6,3,1.2,0.8,36.1,0.0,8.3,849.6,47.0,-835.0,3685.0,11,0.85,2
263545,69.1,39.8,60.2,1824,2069,3442,8,0.0,78.6,3,1.2,0.8,36.1,0.0,8.3,839.2,47.0,-890.0,3677.0,11,0.85,2
265608,70.2,39.8,59.8,1858,2069,3442,8,35.3,78.6,3,1.2,0.8,45.1,0.0,8.3,845.2,47.0,-944.0,3677.0,11,0.85,2
267666,69.1,39.8,59.8,1843,2069,3442,8,34.1,78.6,3,1.0,0.8,34.0,0.0,8.3,973.2,47.0,-934.0,3677.0,11,0.85,2
269747,68.3,39.8,59.4,1858,2069,3442,8,0.0,78.6,3,1.2,0.8,28.0,0.0,8.3,819.2,47.0,-947.0,3677.0,11,0.85,2
271911,70.2,39.8,60.2,2026,2069,3442,8,0.0,78.7,3,1.1,0.8,37.8,0.0,8.3,885.1,47.0,-1110.0,3677.0,11,0.85,2
273988,69.5,39.8,60.2,1858,2069,3442,8,0.0,78.7,3,1.1,0.8,36.2,0.0,8.3,875.6,47.0,-947.0,3677.0,11,0.85,2
276057,69.1,39.8,59.8,1824,2069,3442,8,38.1,78.7,3,1.2,0.8,41.6,0.0,8.3,817.6,47.0,-996.0,3677.0,11,0.85,2
278149,68.3,39.8,60.2,1738,2069,3442,8,40.0,78.7,3,1.2,0.8,39.8,0.0,8.3,832.4,47.0,-1001.0,3677.0,11,0.85,2
280245,69.9,39.8,60.2,1858,2069,3442,8,42.3,78.7,3,1.1,0.8,48.4,0.0,8.3,872.4,47.0,-1049.0,3677.0,11,0.85,2
282317,70.6,39.8,60.6,1886,2069,3442,8,0.0,78.7,3,1.1,0.8,40.7,0.0,8.3,894.7,47.0,-1017.0,3677.0,11,0.85,2
284451,69.5,39.8,60.6,1858,2069,3442,8,0.0,78.7,3,1.2,0.8,31.2,0.0,8.3,859.4,47.0,-1023.0,3677.0,11,0.85,2
286535,70.2,39.8,60.2,1858,2069,3442,8,0.0,78.7,3,1.2,0.8,31.3,0.0,8.3,854.4,47.0,-934.0,3677.0,11,0.85,2
288658,67.5,39.8,60.2,1469,2069,3442,8,35.6,78.7,3,1.2,0.8,33.6,0.0,8.3,844.4,47.0,-741.0,3677.0,11,0.85,2
290768,66.0,39.8,59.0,1368,2198,3442,8,0.0,78.7,3,1.1,0.8,27.1,0.0,8.3,940.9,47.0,-662.0,3677.0,11,0.85,2
292850,68.3,39.8,59.8,1858,2069,3442,8,0.0,78.7,3,1.1,0.8,48.0,0.0,8.3,881.3,47.0,-923.0,3677.0,11,0.85,2
294922,69.5,39.8,60.2,1925,2069,3442,8,0.0,78.6,3,1.1,0.8,32.8,0.0,8.3,878.3,47.0,-1084.0,3677.0,11,0.85,2
296961,70.6,39.9,60.2,1858,2069,3442,8,0.0,78.6,3,1.3,0.8,31.0,0.0,8.3,790.1,47.0,-986.0,3677.0,11,0.85,2
299065,68.7,39.9,59.8,1824,2069,3442,8,0.0,78.6,3,1.1,0.8,31.6,0.0,8.3,904.4,47.0,-909.0,3677.0,11,0.85,2
301106,69.5,39.9,59.8,1858,2069,3442,8,0.0,78.6,3,1.3,0.8,40.2,0.0,8.3,797.7,47.0,-889.0,3677.0,11,0.85,2
303189,67.9,39.9,59.8,1714,2069,3442,8,37.5,78.6,3,1.2,0.8,29.0,0.0,8.3,858.9,47.0,-932.0,3677.0,11,0.85,2
305217,68.7,39.9,59.8,1858,2069,3442,8,35.9,78.6,3,1.2,0.8,41.5,0.0,8.3,833.6,47.0,-888.0,3677.0,11,0.85,2
307316,68.7,39.9,59.8,1858,2069,3442,8,0.0,78.6,3,1.0,0.8,51.2,0.0,8.3,954.8,47.0,-882.0,3677.0,11,0.85,2
309376,68.7,39.9,59.8,1925,2069,3442,8,0.0,78.6,3,1.1,0.8,31.4,0.0,8.3,882.1,47.0,-874.0,3677.0,11,0.85,2
311462,67.5,39.9,59.4,1565,2069,3442,8,0.0,78.6,3,1.1,0.8,35.5,0.0,8.3,922.7,47.0,-848.0,3677.0,11,0.85,2
313518,68.7,39.9,59.8,1824,2069,3442,8,0.0,78.6,3,1.1,0.8,34.2,0.0,8.3,930.2,47.0,-903.0,3677.0,11,0.85,2
315607,69.5,39.9,59.8,1858,2069,3442,8,0.0,78.6,3,1.2,0.8,34.4,0.0,8.3,822.8,47.0,-937.0,3677.0,11,0.85,2
317692,68.3,39.9,59.8,1738,2069,3442,8,0.0,78.6,3,1.1,0.8,40.6,0.0,8.3,924.4,47.0,-886.0,3677.0,11,0.85,2
319767,67.5,39.9,59.4,1714,2069,3442,8,0.0,78.5,3,1.1,0.8,65.3,0.0,8.3,872.4,47.0,-816.0,3677.0,11,0.85,2
321863,66.0,39.9,59.0,1565,2069,3442,8,38.0,78.6,3,1.0,0.8,41.3,0.0,8.3,987.3,47.0,-742.0,3677.0,11,0.85,2
323997,67.9,39.9,59.4,1824,2069,3442,8,0.0,78.6,3,1.2,0.8,42.7,0.0,8.3,838.8,47.0,-919.0,3680.0,11,0.85,2
326093,65.2,39.9,59.0,1382,2069,3442,8,0.0,78.6,3,1.0,0.8,35.4,0.0,8.3,1000.9,47.0,-593.0,3680.0,11,0.85,2
328190,67.9,39.9,59.0,1925,2069,3442,8,0.0,78.6,3,0.9,0.8,49.7,0.0,8.3,1053.0,47.0,-978.0,3680.0,11,0.85,2
330239,68.3,39.9,59.8,1714,2069,3442,8,38.8,78.6,3,1.2,0.8,37.3,0.0,8.3,832.4,47.0,-837.0,3680.0,11,0.85,2
332318,66.4,39.9,59.0,1565,2069,3442,8,35.6,78.5,3,1.0,0.8,30.4,0.0,8.3,966.1,47.0,-870.0,3680.0,11,0.85,2
334360,66.4,39.9,59.0,1582,2069,3442,8,39.4,78.5,3,1.1,0.8,34.7,0.0,8.3,924.4,47.0,-872.0,3680.0,11,0.85,2
336454,67.2,39.9,59.4,1800,2069,3442,8,0.0,78.5,3,1.0,0.8,42.6,0.0,8.3,961.9,47.0,-814.0,3680.0,11,0.85,2
338543,67.2,39.9,59.0,1714,2069,3442,8,35.2,78.5,3,1.1,0.8,35.8,0.0,8.3,934.2,47.0,-920.0,3680.0,11,0.85,2
340683,66.4,39.9,59.0,1582,2069,3442,8,0.0,78.5,3,1.0,0.8,32.5,0.0,8.3,981.6,47.0,-817.0,3680.0,11,0.85,2
342750,67.9,39.9,59.4,1714,2069,3442,8,36.1,78.5,3,1.1,0.8,31.4,0.0,8.3,901.5,47.0,-857.0,3680.0,11,0.85,2
344832,67.2,40.0,59.4,1565,2069,3442,8,36.8,78.5,3,1.2,0.8,30.1,0.0,8.3,819.2,47.0,-781.0,3680.0,11,0.85,2
346883,69.1,39.9,59.4,1841,2069,3442,8,0.0,78.5,3,1.1,0.8,34.0,0.0,8.3,877.1,47.0,-999.0,3680.0,11,0.85,2
348961,69.5,40.0,59.8,1824,2069,3442,8,0.0,78.5,3,1.2,0.8,34.6,0.0,8.3,862.3,47.0,-921.0,3680.0,11,0.85,2
351041,67.2,40.0,59.4,1714,2069,3442,8,0.0,78.5,3,1.1,0.8,36.1,0.0,8.3,882.1,47.0,-770.0,3680.0,11,0.85,2
353118,69.1,40.0,59.8,1858,2069,3442,8,0.0,78.5,3,1.2,0.8,41.1,0.0,8.3,826.0,47.0,-990.0,3680.0,11,0.85,2
355200,68.7,40.0,59.8,1824,2069,3442,8,39.2,78.5,3,1.2,0.8,41.2,0.0,8.3,834.4,47.0,-893.0,3680.0,11,0.85,2
357266,68.7,40.0,59.4,1841,2069,3442,8,31.5,78.5,3,1.1,0.8,34.3,0.0,8.3,869.9,47.0,-891.0,3680.0,11,0.85,2
359418,68.7,40.0,59.8,1824,2069,3442,8,0.0,78.5,3,1.2,0.8,37.1,0.0,8.3,835.6,47.0,-1035.0,3680.0,11,0.85,2
361484,68.7,39.9,59.8,1886,2069,3442,8,0.0,78.5,3,1.2,0.8,52.9,0.0,8.3,865.2,47.0,-897.0,3680.0,11,0.85,2
363616,67.2,40.0,59.4,1565,2069,3442,8,0.0,78.5,3,1.2,0.8,36.7,0.0,8.3,858.1,47.0,-880.0,3680.0,11,0.85,2
365745,65.6,40.0,58.7,1368,2198,3442,8,0.0,78.5,3,0.9,0.8,33.3,0.0,8.3,1150.9,47.0,-599.0,3680.0,11,0.85,2
367833,68.3,39.9,59.4,1858,2069,3442,8,0.0,78.5,3,1.1,0.8,48.5,0.0,8.3,891.4,47.0,-1036.0,3680.0,11,0.85,2
369940,69.5,39.9,59.8,1824,2069,3442,8,0.0,78.5,3,1.2,0.8,37.5,0.0,8.3,801.1,47.0,-933.0,3680.0,11,0.85,2
371985,68.3,39.9,59.4,1714,2069,3442,8,0.0,78.5,3,1.0,0.8,35.8,0.0,8.3,982.6,47.0,-913.0,3680.0,11,0.85,2
374071,67.5,40.0,59.4,1726,2069,3442,8,26.9,78.5,3,1.1,0.8,38.7,0.0,8.3,903.1,47.0,-923.0,3680.0,11,0.85,2
376118,69.5,39.9,59.8,1858,2069,3442,8,36.4,78.5,3,1.2,0.8,43.1,0.0,8.3,840.0,47.0,-1065.0,3680.0,11,0.85,2
378252,67.5,39.9,59.8,1582,2069,3442,8,0.0,78.5,3,1.1,0.8,36.3,0.0,8.3,905.8,47.0,-794.0,3680.0,11,0.85,2
380331,66.8,39.9,59.4,1565,2069,3442,8,37.5,78.5,3,1.0,0.8,32.3,0.0,8.3,953.8,47.0,-884.0,3680.0,11,0.85,2
382436,67.2,40.0,59.0,1565,2069,3442,8,39.3,78.5,3,1.1,0.8,38.8,0.0,8.3,922.7,47.0,-838.0,3680.0,11,0.85,2
384535,67.5,40.0,59.4,1714,2069,3442,8,38.6,78.5,3,0.9,0.8,43.3,0.0,8.3,1053.0,47.0,-967.0,3682.0,11,0.85,2
386614,68.7,40.0,59.4,1738,2069,3442,8,40.4,78.5,3,1.2,0.8,60.6,0.0,8.3,802.3,47.0,-919.0,3682.0,11,0.85,2
388670,68.3,40.0,59.8,1841,2069,3442,8,35.0,78.5,3,1.1,0.8,39.8,0.0,8.3,871.2,47.0,-933.0,3682.0,11,0.85,2
390757,69.9,40.0,59.4,2011,2069,3442,8,33.3,78.5,3,1.2,0.8,36.8,0.0,8.3,867.4,47.0,-1058.0,3682.0,11,0.85,2
392848,67.9,40.0,59.8,1565,2069,3442,8,0.0,78.4,3,1.1,0.8,40.2,0.0,8.3,879.6,47.0,-808.0,3682.0,11,0.85,2
394970,65.6,40.0,59.0,1469,2069,3442,8,0.0,78.5,3,1.1,0.8,40.2,0.0,8.3,929.8,47.0,-760.0,3682.0,11,0.85,2
397083,67.2,40.0,59.0,1766,2198,3442,8,0.0,78.4,3,1.1,0.8,56.1,0.0,8.3,951.1,47.0,-1029.0,3682.0,11,0.85,2
399198,71.0,40.0,61.0,2069,2069,3442,8,67.2,78.5,3,1.0,0.8,167.8,0.0,8.3,1049.0,47.0,-834.0,3682.0,11,0.85,2
401269,80.2,40.0,62.9,2198,2198,3442,8,47.1,78.4,3,1.2,0.7,40.1,0.0,8.3,846.0,47.0,-1641.0,3682.0,11,0.85,2
403431,74.9,40.0,62.9,2093,2198,3442,8,19.6,78.4,3,1.3,0.8,36.6,0.0,8.3,749.5,47.0,-1486.0,3682.0,11,0.85,2
405495,69.1,40.0,61.0,1481,2069,3442,8,0.0,78.4,3,1.3,0.8,35.6,0.0,8.3,759.7,47.0,-894.0,3682.0,11,0.85,2
407588,69.5,40.0,61.0,2069,2069,3442,8,37.1,78.4,3,1.3,0.8,40.6,0.0,8.3,786.3,47.0,-796.0,3682.0,11,0.85,2
409629,64.8,40.0,59.8,1368,2198,3442,8,47.2,78.4,3,1.1,0.8,30.1,0.0,8.3,872.8,47.0,-612.0,3682.0,11,0.85,2
411833,70.2,40.0,60.6,1565,1838,3442,8,47.3,78.4,3,0.7,0.8,51.9,0.0,8.3,1353.3,47.0,-1423.0,3682.0,11,0.85,2
413871,71.0,40.0,61.4,1838,1838,3442,8,0.0,78.4,3,1.0,2.1,33.2,0.0,8.3,1038.1,47.0,-945.0,3674.0,11,0.85,2
