t_ms,chipC,skinC,modemC,freqMhz,maxMhz,nomMaxMhz,cores,gpuPct,headroomPct,thermalStatus,fps,mbps,latMs,lossPct,frameTgtMs,frameActMs,battLevel,battCurMa,battMv,action,load,netTier
121,55.4,39.8,50.9,1642,1925,3442,8,0.0,78.6,3,120.0,0.0,-1.0,0.0,8.3,8.3,47.0,162.0,3674.0,0,0.00,0
2089,62.4,39.8,54.0,1925,1925,3442,8,0.0,78.6,3,1.5,10.6,32.8,0.0,8.3,669.7,47.0,-525.0,3674.0,11,0.85,2
4112,62.9,39.8,56.3,1584,1584,3442,8,30.8,78.7,3,1.4,10.0,40.6,0.0,8.3,697.7,47.0,-813.0,3674.0,11,0.85,2
6134,63.7,39.8,56.3,1810,1838,3442,8,49.8,78.7,3,1.0,10.4,35.3,0.0,8.3,952.9,47.0,-1199.0,3674.0,11,0.85,2
8154,61.0,39.8,54.8,1440,1584,3442,8,19.0,78.8,3,1.1,9.3,26.7,0.0,8.3,897.3,47.0,-386.0,3674.0,11,0.85,2
10200,59.4,39.7,54.0,1440,1584,3442,8,10.9,78.8,3,1.0,8.3,67.4,0.0,8.3,960.5,47.0,-285.0,3674.0,11,0.85,2
12265,58.7,39.7,53.6,1440,1584,3442,8,11.4,78.8,3,1.2,7.7,59.8,0.0,8.3,809.6,47.0,-428.0,3674.0,11,0.85,2
14505,58.7,39.7,53.2,1440,1584,3442,8,4.4,78.9,3,1.2,8.3,145.5,0.0,8.3,828.8,47.0,-330.0,3674.0,11,0.85,2
16539,59.0,39.7,53.6,1469,1584,3442,8,20.2,78.9,3,1.1,6.8,112.5,0.0,8.3,892.8,47.0,-281.0,3700.0,11,0.85,2
18598,57.9,39.7,53.6,1526,1584,3442,8,13.0,78.9,3,1.0,7.0,65.1,0.0,8.3,960.0,47.0,-305.0,3700.0,11,0.85,2
20667,57.5,39.7,52.9,1440,1584,3442,8,3.2,78.9,3,1.3,7.0,118.9,0.0,8.3,784.0,47.0,-491.0,3700.0,11,0.85,2
22680,57.5,39.6,52.9,1440,1584,3442,8,12.4,79.0,3,1.2,6.1,99.9,0.0,8.3,825.6,47.0,-510.0,3700.0,11,0.85,2
24799,58.3,39.7,52.9,1440,1584,3442,8,20.3,79.0,3,1.2,5.2,105.1,0.0,8.3,849.7,47.0,-460.0,3700.0,11,0.85,2
26978,57.9,39.6,52.9,1584,1584,3442,8,13.7,79.0,3,1.2,5.2,95.8,0.0,8.3,806.9,47.0,-1011.0,3700.0,11,0.85,2
29091,57.9,39.6,53.2,1440,1584,3442,8,11.0,79.0,3,1.1,5.2,42.5,0.0,8.3,915.4,47.0,-238.0,3700.0,11,0.85,2
31122,57.5,39.6,53.2,1440,1584,3442,8,11.0,79.1,3,1.2,3.9,50.5,0.0,8.3,852.8,47.0,-509.0,3700.0,11,0.85,2
33172,58.7,39.6,53.2,1440,1584,3442,8,11.1,79.1,3,1.1,3.9,37.9,0.0,8.3,897.8,47.0,-443.0,3700.0,11,0.85,2
35229,58.3,39.6,53.6,1584,1584,3442,8,17.4,79.1,3,1.2,3.9,44.3,0.0,8.3,864.0,47.0,-519.0,3700.0,11,0.85,2
37247,58.3,39.6,53.6,1440,1584,3442,8,12.6,79.1,3,1.2,3.3,343.7,0.0,8.3,864.0,47.0,-346.0,3700.0,11,0.85,2
39268,57.5,39.6,52.9,1584,1584,3442,8,7.5,79.1,3,1.2,2.4,25.4,0.0,8.3,848.8,47.0,-508.0,3700.0,11,0.85,2
41318,57.5,39.5,53.2,1440,1584,3442,8,12.8,79.2,3,1.2,2.6,120.9,0.0,8.3,861.9,47.0,-420.0,3700.0,11,0.85,2
43411,57.1,39.5,52.9,1440,1584,3442,8,20.8,79.2,3,1.2,3.0,46.8,0.0,8.3,851.8,47.0,-643.0,3700.0,11,0.85,2
45427,59.0,39.5,53.6,1567,1584,3442,8,17.2,79.2,3,1.1,4.0,46.5,0.0,8.3,880.8,47.0,-309.0,3700.0,11,0.85,2
47444,60.2,39.5,54.8,1440,1584,3442,8,41.0,79.2,3,1.2,5.2,57.8,0.0,8.3,849.7,47.0,-554.0,3700.0,11,0.85,2
49471,59.0,39.5,54.0,1440,1584,3442,8,38.2,79.3,3,1.0,5.6,73.3,0.0,8.3,1009.5,47.0,-235.0,3700.0,11,0.85,2
51490,59.8,39.5,54.4,1440,1584,3442,8,71.5,79.3,3,1.0,4.7,101.6,0.0,8.3,953.9,47.0,-766.0,3700.0,11,0.85,2
53568,59.0,39.5,53.6,1440,1584,3442,8,4.2,79.3,3,1.2,4.6,245.5,0.0,8.3,805.2,47.0,-662.0,3700.0,11,0.85,2
55583,58.7,39.5,53.6,1440,1584,3442,8,19.0,79.3,3,1.2,4.4,103.7,0.0,8.3,832.0,47.0,-478.0,3700.0,11,0.85,2
57598,57.9,39.5,53.6,1440,1584,3442,8,12.9,79.3,3,1.1,4.5,48.8,0.0,8.3,948.7,47.0,-411.0,3700.0,11,0.85,2
59644,58.7,39.5,53.2,1440,1584,3442,8,3.7,79.3,3,1.3,4.7,127.6,0.0,8.3,768.0,47.0,-433.0,3700.0,11,0.85,2
61697,57.9,39.5,52.5,1440,1584,3442,8,3.2,79.3,3,1.2,4.3,99.7,0.0,8.3,817.6,47.0,-501.0,3700.0,11,0.85,2
63740,57.9,39.5,52.5,1440,1584,3442,8,12.4,79.3,3,1.2,5.0,85.0,0.0,8.3,821.2,47.0,-325.0,3700.0,11,0.85,2
65763,60.2,39.5,55.2,1550,1584,3442,8,50.4,79.3,3,1.0,4.6,74.2,0.0,8.3,1025.5,47.0,-870.0,3700.0,11,0.85,2
67783,61.6,39.5,55.6,1810,1810,3442,8,0.0,79.3,3,1.2,3.7,235.9,0.0,8.3,808.0,47.0,-963.0,3700.0,11,0.85,2
69798,62.8,39.5,56.0,2011,2011,3442,8,0.0,79.3,3,1.7,5.0,110.4,0.0,8.3,597.9,47.0,-1506.0,3700.0,11,0.85,2
71812,62.9,39.5,55.6,2011,2011,3442,8,0.0,79.3,3,1.7,5.7,64.0,0.0,8.3,596.7,47.0,-837.0,3700.0,11,0.85,2
73822,62.4,39.5,55.6,2011,2011,3442,8,0.0,79.3,3,1.8,7.0,62.0,0.0,8.3,554.5,47.0,-792.0,3700.0,11,0.85,2
75832,63.3,39.5,55.6,2011,2011,3442,8,0.0,79.3,3,1.6,7.7,71.7,0.0,8.3,618.5,47.0,-878.0,3685.0,11,0.85,2
77948,67.1,39.5,57.1,1838,1838,3442,8,34.0,79.3,3,1.4,7.9,38.7,0.0,8.3,699.8,47.0,-1737.0,3685.0,11,0.85,2
80014,62.5,39.5,56.7,1512,1644,3442,8,14.3,79.3,3,1.0,7.9,39.7,0.0,8.3,999.1,47.0,-383.0,3685.0,11,0.85,2
82102,61.7,39.5,55.2,1584,1584,3442,8,9.6,79.3,3,1.1,7.9,41.0,0.0,8.3,920.0,47.0,-316.0,3685.0,11,0.85,2
84132,60.6,39.5,54.8,1584,1584,3442,8,2.7,79.3,3,1.1,5.6,94.6,0.0,8.3,878.3,47.0,-599.0,3685.0,11,0.85,2
86159,59.4,39.5,54.0,1584,1584,3442,8,2.1,79.3,3,1.1,5.6,51.7,0.0,8.3,898.7,47.0,-454.0,3685.0,11,0.85,2
88177,59.4,39.5,53.6,1440,1584,3442,8,1.7,79.3,3,1.0,2.8,39.4,0.0,8.3,954.4,47.0,-307.0,3685.0,11,0.85,2
90248,62.9,39.5,57.5,1526,1584,3442,8,64.6,79.3,3,0.9,2.1,35.9,0.0,8.3,1077.3,47.0,-1103.0,3685.0,11,0.85,2
92415,62.5,39.5,56.7,1440,1584,3442,8,87.7,79.3,3,1.0,4.2,56.5,0.0,8.3,985.9,47.0,-536.0,3685.0,11,0.85,2
94435,59.8,39.5,54.8,1440,1584,3442,8,1.9,79.3,3,1.1,5.2,47.3,0.0,8.3,902.3,47.0,-509.0,3685.0,11,0.85,2
96454,58.3,39.5,53.6,1440,1584,3442,8,1.6,79.3,3,1.2,5.8,278.3,0.0,8.3,806.0,47.0,-377.0,3685.0,11,0.85,2
98527,58.3,39.5,53.6,1440,1584,3442,8,1.7,79.3,3,1.1,6.3,31.9,0.0,8.3,897.3,47.0,-452.0,3685.0,11,0.85,2
100543,59.0,39.5,53.6,1440,1584,3442,8,4.2,79.3,3,1.1,6.5,84.3,0.0,8.3,873.7,47.0,-455.0,3685.0,11,0.85,2
102647,58.7,39.5,53.6,1440,1584,3442,8,7.6,79.3,3,1.1,6.3,136.6,0.0,8.3,897.3,47.0,-421.0,3685.0,11,0.85,2
104661,57.9,39.5,53.2,1440,1584,3442,8,4.2,79.3,3,1.2,6.1,71.1,0.0,8.3,840.0,47.0,-405.0,3685.0,11,0.85,2
106752,57.5,39.5,53.2,1440,1584,3442,8,10.7,79.3,3,1.1,5.1,96.3,0.0,8.3,895.1,47.0,-328.0,3685.0,11,0.85,2
108816,57.1,39.5,52.9,1440,1584,3442,8,0.0,79.3,3,1.3,5.1,67.0,0.0,8.3,797.0,47.0,-455.0,3685.0,11,0.85,2
110842,58.3,39.5,53.2,1512,1584,3442,8,3.5,79.3,3,1.0,5.2,34.2,0.0,8.3,1034.0,47.0,-412.0,3685.0,11,0.85,2
113026,59.0,39.5,53.2,1512,1584,3442,8,4.5,79.3,3,1.2,5.2,43.4,0.0,8.3,850.5,47.0,-484.0,3685.0,11,0.85,2
115180,59.4,39.5,54.0,1526,1584,3442,8,5.3,79.3,3,1.0,5.2,57.8,0.0,8.3,1029.6,47.0,-403.0,3685.0,11,0.85,2
117196,59.4,39.5,54.4,1440,1584,3442,8,10.0,79.3,3,1.0,3.9,32.4,0.0,8.3,956.4,47.0,-627.0,3685.0,11,0.85,2
119219,58.3,39.5,52.9,1440,1584,3442,8,4.2,79.3,3,1.1,2.0,42.9,0.0,8.3,896.4,47.0,-193.0,3685.0,11,0.85,2
121244,58.7,39.4,53.2,1440,1584,3442,8,4.2,79.4,3,1.1,3.8,71.0,0.0,8.3,898.7,47.0,-572.0,3685.0,11,0.85,2
123270,61.4,39.4,54.8,1584,1584,3442,8,11.2,79.4,3,0.9,7.4,47.0,0.0,8.3,1080.0,47.0,-938.0,3685.0,11,0.85,2
125315,61.0,39.4,54.8,1440,1584,3442,8,11.4,79.4,3,0.9,7.3,49.6,0.0,8.3,1160.6,47.0,-820.0,3685.0,11,0.85,2
127567,61.0,39.4,54.8,1440,1584,3442,8,11.3,79.4,3,1.0,6.9,71.2,0.0,8.3,1021.0,47.0,-762.0,3685.0,11,0.85,2
129629,60.6,39.4,55.2,1584,1584,3442,8,11.1,79.4,3,0.9,6.7,45.8,0.0,8.3,1133.5,47.0,-802.0,3685.0,11,0.85,2
131647,60.6,39.4,55.6,1440,1584,3442,8,12.0,79.4,3,1.0,6.0,87.6,0.0,8.3,962.8,47.0,-1016.0,3685.0,11,0.85,2
133689,61.4,39.4,55.6,1440,1584,3442,8,11.8,79.4,3,1.0,6.3,42.1,0.0,8.3,960.9,47.0,-782.0,3685.0,11,0.85,2
135754,61.7,39.4,56.3,1584,1584,3442,8,11.8,79.4,3,0.9,6.5,57.8,0.0,8.3,1154.3,47.0,-1240.0,3679.0,11,0.85,2
137785,60.5,39.4,55.6,1584,1584,3442,8,5.9,79.4,3,1.0,9.1,60.8,0.0,8.3,971.3,47.0,-667.0,3679.0,11,0.85,2
139813,62.1,39.4,56.7,1730,1838,3442,8,7.6,79.4,3,1.1,8.9,46.6,0.0,8.3,906.7,47.0,-1312.0,3679.0,11,0.85,2
141869,67.5,39.4,59.0,1810,1810,3442,8,0.0,79.4,3,1.2,7.1,27.8,0.0,8.3,823.6,47.0,-1026.0,3679.0,11,0.85,2
143882,65.5,39.4,57.9,1925,1925,3442,8,0.0,79.4,3,1.5,10.4,29.8,0.0,8.3,671.3,47.0,-822.0,3679.0,11,0.85,2
146045,64.1,39.4,59.0,1550,1584,3442,8,32.6,79.3,3,1.5,12.3,32.9,0.0,8.3,671.3,47.0,-822.0,3679.0,11,0.85,2
148063,64.5,39.4,58.7,1512,1838,3442,8,48.1,79.3,3,1.0,11.4,34.8,0.0,8.3,962.2,47.0,-307.0,3679.0,11,0.85,2
150299,61.4,39.4,56.0,1440,1584,3442,8,11.1,79.3,3,1.2,11.4,29.1,0.0,8.3,848.8,47.0,-303.0,3679.0,11,0.85,2
152318,60.6,39.4,55.6,1440,1584,3442,8,10.8,79.3,3,1.1,8.3,183.7,0.0,8.3,895.6,47.0,-701.0,3679.0,11,0.85,2
154334,60.2,39.4,55.6,1440,1584,3442,8,19.5,79.3,3,1.1,8.3,52.8,0.0,8.3,895.6,47.0,-319.0,3679.0,11,0.85,2
156394,59.8,39.4,54.8,1584,1584,3442,8,12.6,79.2,3,1.2,5.8,44.5,0.0,8.3,848.8,47.0,-347.0,3679.0,11,0.85,2
158418,59.0,39.4,54.4,1440,1584,3442,8,6.2,79.2,3,1.1,3.0,65.5,0.0,8.3,915.6,47.0,-856.0,3679.0,11,0.85,2
160470,58.7,39.4,54.0,1440,1584,3442,8,13.4,79.2,3,1.2,4.2,74.4,0.0,8.3,853.1,47.0,-538.0,3679.0,11,0.85,2
162490,58.7,39.4,54.4,1440,1584,3442,8,20.9,79.2,3,1.3,7.0,75.0,0.0,8.3,781.0,47.0,-347.0,3679.0,11,0.85,2
164524,59.8,39.4,54.8,1440,1584,3442,8,17.9,79.2,3,1.1,9.9,27.9,0.0,8.3,949.6,47.0,-591.0,3679.0,11,0.85,2
166558,58.3,39.4,54.4,1440,1584,3442,8,12.2,79.2,3,1.2,11.2,28.1,0.0,8.3,815.6,47.0,-347.0,3679.0,11,0.85,2
168614,59.4,39.4,54.4,1584,1584,3442,8,10.6,79.3,3,1.1,12.2,379.3,0.0,8.3,903.6,47.0,-684.0,3679.0,11,0.85,2
170655,59.8,39.4,54.8,1440,1584,3442,8,19.8,79.3,3,1.1,12.5,31.6,0.0,8.3,912.4,47.0,-433.0,3679.0,11,0.85,2
172672,59.8,39.4,54.8,1440,1584,3442,8,12.7,79.3,3,1.2,12.7,29.3,0.0,8.3,859.8,47.0,-422.0,3679.0,11,0.85,2
174687,57.9,39.4,54.0,1440,1584,3442,8,4.3,79.3,3,1.2,11.7,31.5,0.0,8.3,848.8,47.0,-664.0,3679.0,11,0.85,2
176819,57.9,39.4,54.0,1440,1584,3442,8,8.6,79.3,3,1.1,8.5,73.6,0.0,8.3,896.4,47.0,-737.0,3679.0,11,0.85,2
178836,58.7,39.4,54.4,1440,1584,3442,8,20.9,79.3,3,1.2,6.8,31.3,0.0,8.3,811.0,47.0,-634.0,3679.0,11,0.85,2
180920,59.0,39.4,54.4,1550,1584,3442,8,22.0,79.3,3,1.0,9.5,49.4,0.0,8.3,952.5,47.0,-296.0,3679.0,11,0.85,2
183078,58.3,39.4,54.8,1440,1584,3442,8,11.5,79.3,3,1.2,11.3,26.6,0.0,8.3,832.8,47.0,-337.0,3679.0,11,0.85,2
185103,58.7,39.4,54.4,1584,1584,3442,8,11.2,79.3,3,1.1,11.8,25.7,0.0,8.3,908.2,47.0,-694.0,3679.0,11,0.85,2
187372,58.3,39.4,54.4,1440,1584,3442,8,17.8,79.3,3,1.2,11.8,166.3,0.0,8.3,809.2,47.0,-486.0,3679.0,11,0.85,2
189390,59.0,39.4,54.4,1440,1584,3442,8,12.5,79.3,3,1.1,11.8,53.2,0.0,8.3,907.6,47.0,-307.0,3679.0,11,0.85,2
191438,57.9,39.4,53.6,1440,1584,3442,8,6.1,79.3,3,1.2,8.6,26.6,0.0,8.3,851.8,47.0,-517.0,3679.0,11,0.85,2
193548,57.9,39.4,53.6,1440,1584,3442,8,12.8,79.3,3,1.2,5.3,40.5,0.0,8.3,826.8,47.0,-409.0,3679.0,11,0.85,2
195667,58.7,39.4,53.6,1440,1584,3442,8,16.0,79.3,3,1.1,5.1,59.7,0.0,8.3,878.3,47.0,-459.0,3688.0,11,0.85,2
197683,59.4,39.4,54.8,1550,1584,3442,8,20.7,79.3,3,1.2,7.7,23.0,0.0,8.3,847.6,47.0,-739.0,3688.0,11,0.85,2
199698,57.9,39.4,54.0,1440,1584,3442,8,11.3,79.3,3,1.2,10.4,26.4,0.0,8.3,848.8,47.0,-504.0,3688.0,11,0.85,2
201735,58.3,39.4,54.0,1584,1584,3442,8,11.0,79.3,3,1.1,12.0,26.4,0.0,8.3,896.0,47.0,-630.0,3688.0,11,0.85,2
203837,59.4,39.4,54.4,1440,1584,3442,8,14.4,79.3,3,1.1,12.4,92.7,0.0,8.3,916.0,47.0,-443.0,3688.0,11,0.85,2
205873,59.4,39.4,54.4,1440,1584,3442,8,12.5,79.3,3,1.0,12.5,120.5,0.0,8.3,978.8,47.0,-761.0,3688.0,11,0.85,2
207889,58.3,39.4,53.6,1440,1584,3442,8,9.7,79.3,3,1.2,12.8,42.5,0.0,8.3,855.6,47.0,-567.0,3688.0,11,0.85,2
209919,58.3,39.4,54.0,1440,1584,3442,8,12.2,79.3,3,1.2,10.7,54.8,0.0,8.3,848.4,47.0,-610.0,3688.0,11,0.85,2
212023,57.9,39.4,54.4,1440,1584,3442,8,19.7,79.4,3,1.2,8.3,79.7,0.0,8.3,812.8,47.0,-722.0,3688.0,11,0.85,2
214064,58.3,39.4,54.4,1440,1584,3442,8,18.6,79.4,3,1.2,9.7,53.7,0.0,8.3,851.6,47.0,-421.0,3688.0,11,0.85,2
216079,59.0,39.4,54.4,1440,1584,3442,8,11.0,79.4,3,1.1,10.6,25.2,0.0,8.3,896.4,47.0,-339.0,3688.0,11,0.85,2
218110,57.9,39.4,53.6,1440,1584,3442,8,11.0,79.4,3,1.1,11.9,32.8,0.0,8.3,897.3,47.0,-277.0,3688.0,11,0.85,2
220152,58.3,39.4,54.4,1440,1584,3442,8,12.1,79.4,3,1.2,11.9,50.3,0.0,8.3,853.9,47.0,-470.0,3688.0,11,0.85,2
222189,58.7,39.4,54.4,1440,1584,3442,8,14.7,79.4,3,1.1,8.9,44.1,0.0,8.3,908.0,47.0,-401.0,3688.0,11,0.85,2
224254,57.9,39.4,53.6,1440,1584,3442,8,12.6,79.4,3,1.2,8.9,55.2,0.0,8.3,816.4,47.0,-283.0,3688.0,11,0.85,2
226369,57.1,39.4,53.2,1440,1584,3442,8,10.3,79.4,3,1.2,5.8,71.1,0.0,8.3,822.0,47.0,-506.0,3688.0,11,0.85,2
228398,57.9,39.4,53.6,1440,1584,3442,8,13.6,79.4,3,1.2,4.9,112.6,0.0,8.3,848.4,47.0,-367.0,3688.0,11,0.85,2
230499,57.9,39.4,53.2,1584,1584,3442,8,18.3,79.4,3,1.2,7.2,23.5,0.0,8.3,812.0,47.0,-414.0,3688.0,11,0.85,2
232570,57.5,39.4,53.6,1440,1584,3442,8,0.0,79.4,3,1.2,10.3,30.2,0.0,8.3,859.6,47.0,-595.0,3688.0,11,0.85,2
234582,58.3,39.3,54.0,1440,1584,3442,8,10.7,79.4,3,1.2,11.4,23.7,0.0,8.3,849.3,47.0,-472.0,3688.0,11,0.85,2
236608,57.9,39.3,53.2,1440,1584,3442,8,10.9,79.4,3,1.1,11.9,23.8,0.0,8.3,894.7,47.0,-181.0,3688.0,11,0.85,2
238680,58.7,39.3,54.0,1440,1584,3442,8,14.8,79.4,3,1.0,11.9,39.6,0.0,8.3,953.9,47.0,-334.0,3688.0,11,0.85,2
240739,59.0,39.3,53.6,1440,1584,3442,8,12.5,79.4,3,1.2,9.2,36.6,0.0,8.3,830.4,47.0,-260.0,3688.0,11,0.85,2
242923,57.5,39.3,53.2,1584,1584,3442,8,9.7,79.5,3,1.1,9.2,48.2,0.0,8.3,913.3,47.0,-357.0,3688.0,11,0.85,2
244938,57.1,39.3,53.2,1440,1584,3442,8,12.4,79.5,3,1.1,6.5,113.6,0.0,8.3,873.2,47.0,-569.0,3688.0,11,0.85,2
247013,57.5,39.3,53.2,1440,1584,3442,8,12.5,79.4,3,1.2,5.9,67.8,0.0,8.3,805.6,47.0,-474.0,3688.0,11,0.85,2
249082,62.1,39.3,54.8,1824,2040,3442,8,21.0,79.4,3,1.1,6.5,29.0,0.0,8.3,877.5,47.0,-1326.0,3688.0,11,0.85,2
251168,71.7,39.3,58.7,2040,2040,3442,8,52.0,79.4,3,1.1,9.3,28.9,0.0,8.3,874.1,47.0,-1926.0,3688.0,11,0.85,2
253343,61.4,39.3,56.3,1440,1584,3442,8,34.7,79.5,3,1.3,10.5,26.7,0.0,8.3,754.9,47.0,-438.0,3688.0,11,0.85,2
255365,60.2,39.3,55.2,1440,1584,3442,8,10.7,79.5,3,1.1,11.9,33.1,0.0,8.3,870.0,47.0,-489.0,3687.0,11,0.85,2
257386,59.8,39.3,54.8,1440,1584,3442,8,2.2,79.5,3,1.1,12.6,50.4,0.0,8.3,896.4,47.0,-628.0,3687.0,11,0.85,2
259451,58.7,39.3,54.4,1440,1584,3442,8,1.7,79.4,3,1.0,12.3,29.6,0.0,8.3,1012.0,47.0,-426.0,3687.0,11,0.85,2
261671,58.7,39.3,54.0,1440,1584,3442,8,1.6,79.4,3,1.2,12.1,23.3,0.0,8.3,869.1,47.0,-427.0,3687.0,11,0.85,2
263687,58.3,39.3,53.6,1440,1584,3442,8,1.6,79.4,3,1.0,12.5,29.2,0.0,8.3,986.2,47.0,-535.0,3687.0,11,0.85,2
265703,58.3,39.3,54.0,1440,1584,3442,8,1.8,79.4,3,1.2,12.6,25.4,0.0,8.3,806.0,47.0,-539.0,3687.0,11,0.85,2
267863,57.9,39.2,54.0,1440,1584,3442,8,1.6,79.4,3,1.1,12.6,24.2,0.0,8.3,949.2,47.0,-479.0,3687.0,11,0.85,2
269879,58.3,39.2,53.6,1440,1584,3442,8,1.6,79.4,3,1.1,12.8,23.1,0.0,8.3,909.9,47.0,-678.0,3687.0,11,0.85,2
271899,58.3,39.2,53.6,1440,1584,3442,8,1.6,79.4,3,1.2,12.7,25.1,0.0,8.3,849.7,47.0,-364.0,3687.0,11,0.85,2
273938,57.9,39.2,53.2,1440,1584,3442,8,1.7,79.4,3,1.0,12.9,45.6,0.0,8.3,956.2,47.0,-460.0,3687.0,11,0.85,2
275974,58.7,39.2,54.0,1440,1584,3442,8,1.6,79.4,3,1.1,12.7,224.9,0.0,8.3,899.1,47.0,-458.0,3687.0,11,0.85,2
277989,58.7,39.2,54.0,1440,1584,3442,8,1.7,79.5,3,1.1,12.3,44.2,0.0,8.3,905.8,47.0,-490.0,3687.0,11,0.85,2
280041,58.3,39.2,53.6,1440,1584,3442,8,1.7,79.5,3,1.0,12.4,42.7,0.0,8.3,1006.5,47.0,-421.0,3687.0,11,0.85,2
282108,58.7,39.2,53.2,1440,1584,3442,8,1.6,79.5,3,1.0,11.9,46.7,0.0,8.3,985.4,47.0,-398.0,3687.0,11,0.85,2
284136,58.7,39.2,54.0,1440,1584,3442,8,1.7,79.5,3,1.1,12.1,22.6,0.0,8.3,900.9,47.0,-466.0,3687.0,11,0.85,2
286159,59.0,39.2,53.6,1440,1584,3442,8,1.8,79.5,3,1.0,12.4,49.3,0.0,8.3,955.3,47.0,-563.0,3687.0,11,0.85,2
288210,57.9,39.2,52.9,1440,1584,3442,8,0.0,79.5,3,1.1,12.6,38.2,0.0,8.3,898.2,47.0,-61.0,3687.0,11,0.85,2
290224,57.9,39.2,53.2,1440,1584,3442,8,2.0,79.5,3,1.1,12.6,134.3,0.0,8.3,910.2,47.0,-364.0,3687.0,11,0.85,2
292241,57.5,39.2,53.2,1440,1584,3442,8,1.6,79.5,3,1.2,12.6,39.7,0.0,8.3,849.7,47.0,-314.0,3687.0,11,0.85,2
294263,57.9,39.2,53.2,1440,1584,3442,8,1.6,79.5,3,1.1,12.6,39.7,0.0,8.3,896.9,47.0,-362.0,3687.0,11,0.85,2
296318,57.5,39.1,53.2,1440,1584,3442,8,1.7,79.5,3,1.1,9.1,45.2,0.0,8.3,950.6,47.0,-353.0,3687.0,11,0.85,2
298362,57.9,39.1,53.2,1440,1584,3442,8,1.6,79.5,3,1.0,5.7,28.9,0.0,8.3,966.1,47.0,-448.0,3687.0,11,0.85,2
300379,57.5,39.1,52.9,1440,1584,3442,8,1.6,79.5,3,1.0,9.2,28.9,0.0,8.3,962.8,47.0,-450.0,3687.0,11,0.85,2
302532,57.5,39.1,53.2,1440,1584,3442,8,1.8,79.5,3,1.1,10.8,25.2,0.0,8.3,896.4,47.0,-512.0,3687.0,11,0.85,2
304555,57.5,39.1,53.2,1440,1584,3442,8,1.7,79.5,3,1.0,11.5,38.1,0.0,8.3,956.4,47.0,-450.0,3687.0,11,0.85,2
306603,58.3,39.1,54.0,1584,1584,3442,8,6.8,79.5,3,1.0,11.6,85.8,0.0,8.3,1016.0,47.0,-556.0,3687.0,11,0.85,2
308646,58.3,39.1,54.0,1440,1584,3442,8,1.7,79.5,3,1.0,11.6,36.6,0.0,8.3,1019.5,47.0,-500.0,3687.0,11,0.85,2
310663,57.5,39.1,53.2,1440,1584,3442,8,1.7,79.5,3,1.1,11.6,160.5,0.0,8.3,908.9,47.0,-304.0,3687.0,11,0.85,2
312711,57.5,39.1,53.2,1440,1584,3442,8,1.6,79.5,3,1.2,11.6,58.5,0.0,8.3,848.4,47.0,-362.0,3687.0,11,0.85,2
314909,56.7,39.1,52.9,1584,1584,3442,8,1.7,79.5,3,1.0,8.4,41.5,0.0,8.3,966.1,47.0,-242.0,3687.0,11,0.85,2
317082,58.7,39.1,53.2,1584,1584,3442,8,1.8,79.5,3,1.0,7.9,35.4,0.0,8.3,975.1,47.0,-649.0,3693.0,11,0.85,2
319144,57.5,39.1,52.5,1584,1584,3442,8,5.6,79.5,3,1.2,10.6,24.3,0.0,8.3,828.2,47.0,-271.0,3693.0,11,0.85,2
321169,58.3,39.1,53.2,1440,1584,3442,8,16.9,79.5,3,1.1,11.5,24.1,0.0,8.3,916.9,47.0,-339.0,3693.0,11,0.85,2
323229,56.3,39.1,52.5,1440,1584,3442,8,0.0,79.5,3,1.2,12.5,25.9,0.0,8.3,858.5,47.0,-230.0,3693.0,11,0.85,2
325294,56.3,39.1,52.1,1440,1584,3442,8,0.0,79.5,3,1.2,13.1,30.0,0.0,8.3,860.2,47.0,-253.0,3693.0,11,0.85,2
327374,55.6,39.2,51.7,1440,1584,3442,8,0.0,79.5,3,1.2,13.1,28.5,0.0,8.3,827.6,47.0,-324.0,3693.0,11,0.85,2
329392,56.3,39.2,52.1,1440,1584,3442,8,7.5,79.5,3,1.2,12.9,25.5,0.0,8.3,831.2,47.0,-322.0,3693.0,11,0.85,2
331407,57.9,39.2,53.2,1584,1584,3442,8,9.8,79.5,3,1.1,12.9,23.4,0.0,8.3,896.0,47.0,-596.0,3693.0,11,0.85,2
333439,57.5,39.2,52.9,1440,1584,3442,8,1.7,79.5,3,1.1,12.9,122.5,0.0,8.3,895.1,47.0,-427.0,3693.0,11,0.85,2
335465,57.1,39.2,52.5,1440,1584,3442,8,1.6,79.5,3,1.2,13.0,24.6,0.0,8.3,856.0,47.0,-303.0,3693.0,11,0.85,2
337505,57.5,39.2,52.5,1440,1584,3442,8,1.7,79.5,3,1.0,13.0,49.1,0.0,8.3,954.4,47.0,-336.0,3693.0,11,0.85,2
339518,57.1,39.2,52.1,1440,1584,3442,8,1.6,79.6,3,1.2,13.0,22.4,0.0,8.3,814.8,47.0,-261.0,3693.0,11,0.85,2
341600,57.1,39.2,52.1,1440,1584,3442,8,1.6,79.6,3,1.1,10.7,25.2,0.0,8.3,947.3,47.0,-281.0,3693.0,11,0.85,2
343779,56.3,39.2,52.5,1440,1584,3442,8,1.7,79.6,3,1.2,11.7,34.9,0.0,8.3,834.8,47.0,-241.0,3693.0,11,0.85,2
345806,56.7,39.2,52.5,1584,1584,3442,8,1.6,79.6,3,1.1,12.4,35.0,0.0,8.3,915.8,47.0,-453.0,3693.0,11,0.85,2
